lime_mean_spearman,fuse_mean_spearman,lime_mean_var,fuse_mean_var,lime_mean_jacc5,fuse_mean_jacc5,lime_mean_jacc10,fuse_mean_jacc10
0.3573059282044374,0.6635954623990151,0.7446848275539251,0.24358748607982816,0.39575396825396825,0.5450396825396825,0.41187173593520343,0.48336205504162166
