sentence_id,spearman,kendall_tau
1,-0.1666504433251232,-0.12101610737276941
2,0.2368162895370369,0.19232485166959293
3,0.41819758285654784,0.31280681914568303
4,-0.005171262236583557,0.0017752107067160498
5,-0.05076876583296311,-0.035478743759344955
6,-0.11734198394616525,-0.09422491147394388
7,0.17272196809992746,0.12749334784558877
8,0.5372958116201925,0.4255479026949567
9,0.05674638149482509,0.013762047064079507
10,0.18209622249527913,0.133983441691617
