sentence_id,infidelity
1,5.7564664104890715e-06
2,202.98999526262457
3,369.99323229628243
4,0.004737939100819847
5,421.15295553912284
6,563.7340749155825
7,2.3602727375658546e-06
8,2900.0292884952987
9,683.001124292491
10,0.10538614215353208
